time_s,spectre,derived_finite_rise_step,absolute_error
1.111463815076037e-06,0.5035736842149857,0.5035714696079362,2.2146070495221437e-06
1.112405012650637e-06,0.5065304203875794,0.5065281850727114,2.235314868093141e-06
1.113349865996296e-06,0.5094812785295793,0.5094790224832795,2.2560462997756048e-06
1.114298382692166e-06,0.5124261826996734,0.5124239058998696,2.276799803802021e-06
1.115250570444739e-06,0.5153650577840313,0.5153627602101967,2.297573834630917e-06
1.116206437086291e-06,0.5182978294859232,0.5182955111190787,2.3183668445003747e-06
1.117165990576395e-06,0.5212244243248672,0.521222085147582,2.3391772852043857e-06
1.118129239001298e-06,0.5241447696291688,0.524142409625563,2.360003605761385e-06
1.119096190572636e-06,0.5270587935265744,0.527056412682321,2.38084425341345e-06
1.120066853632714e-06,0.5299664249546928,0.5299640232570175,2.4016976752916364e-06
1.121041236647646e-06,0.5328675936348324,0.5328651710725159,2.422562316528598e-06
1.122019348216241e-06,0.5357622300930696,0.5357597866564501,2.4434366194814316e-06
1.123001197064682e-06,0.5386502656387362,0.5386478013197027,2.4643190335016385e-06
1.123986792051399e-06,0.5415316323731931,0.5415291471651986,2.4852079945070216e-06
1.124976142159885e-06,0.5444062631632335,0.5444037570612865,2.506101946964101e-06
1.125969256506755e-06,0.5472740916591351,0.5472715646598001,2.5269993350063302e-06
1.126966144343321e-06,0.5501350522933459,0.5501325043947489,2.5478985969940027e-06
1.127966815041984e-06,0.5529890802358748,0.5529865114377054,2.568798169400033e-06
1.128971278117069e-06,0.555836111448501,0.5558335217520007,2.5896965002436545e-06
1.129979543213658e-06,0.5586760826469104,0.5586734720548874,2.61059202300018e-06
1.130991620107391e-06,0.5615089312947117,0.5615062998115323,2.631483179360572e-06
1.132007518710138e-06,0.5643345956137612,0.5643319432453502,2.652368411015793e-06
1.13302724907069e-06,0.5671530145802155,0.567150341334061,2.67324615454978e-06
1.134050821366933e-06,0.5699641278972574,0.5699614337823996,2.694114857759722e-06
1.135078245917896e-06,0.5727678760227152,0.5727651610497593,2.714972955897288e-06
1.136109533177829e-06,0.5755642001469379,0.5755614643280467,2.7358188912085524e-06
1.137144693739373e-06,0.5783530421957338,0.5783502855446233,2.7566511104915037e-06
1.138183738331668e-06,0.581134344819513,0.5811315673514614,2.777468051551324e-06
1.139226677827468e-06,0.5839080514065825,0.5839052531384212,2.798268161297024e-06
1.140273523232768e-06,0.5866741060496783,0.5866712869997929,2.8190498854163692e-06
1.141324285698879e-06,0.589432453572359,0.58942961376069,2.8398116689309916e-06
1.142378976514776e-06,0.5921830395029468,0.592180178950985,2.8605519618585262e-06
1.143437607114077e-06,0.5949258100870743,0.5949229288178615,2.881269212884341e-06
1.144500189073673e-06,0.5976607122781655,0.5976578103162977,2.9019618678072234e-06
1.145566734115617e-06,0.6003876937364363,0.6003847711080516,2.922628384749437e-06
1.146637254105815e-06,0.603106702819634,0.603103759552418,2.9432672159490636e-06
1.14771176105447e-06,0.6058176885784076,0.6058147247015917,2.96387681586463e-06
1.14879026711984e-06,0.6085206007599643,0.6085176163043227,2.984455641619199e-06
1.149872784610867e-06,0.6112153898086103,0.6112123848064562,3.005002154110592e-06
1.150959325979524e-06,0.613902006840753,0.6138989813259383,3.0255148146807187e-06
1.152049903834005e-06,0.6165804036717548,0.6165773576796678,3.0459920870029578e-06
1.153144530922851e-06,0.6192505327708878,0.6192474663384482,3.066432439635669e-06
1.154243220158638e-06,0.6219123473134393,0.6219092604791032,3.0868343360301864e-06
1.155345984601578e-06,0.6245658011344445,0.624562693938191,3.1071962535156317e-06
1.156452837464735e-06,0.6272108487355488,0.6272077212188877,3.127516661094454e-06
1.157563792115469e-06,0.6298474452825462,0.6298442974885081,3.147794038094176e-06
1.158678862086006e-06,0.6324755466242556,0.6324723785973945,3.168026861177786e-06
1.159798061054642e-06,0.6350951092419643,0.6350919210283472,3.188213617111302e-06
1.160921402863284e-06,0.637706090284929,0.6377028819321412,3.208352787775759e-06
1.162048901515892e-06,0.640308447560338,0.6403052191174754,3.2284428626017103e-06
1.163180571174024e-06,0.6429021395168741,0.6428988910345408,3.248482333351177e-06
1.164316426163879e-06,0.6454871252548744,0.6454838567851782,3.268469696227072e-06
1.165456480973855e-06,0.6480633645145268,0.6480600761110791,3.2884034477653756e-06
1.166600750254617e-06,0.6506308176700065,0.6506275093879172,3.3082820892760267e-06
1.167749248830628e-06,0.6531894457491352,0.6531861176450047,3.3281041305066594e-06
1.168901991684671e-06,0.6557392103924817,0.6557358625244061,3.3478680756537926e-06
1.170058993975593e-06,0.6582800738867556,0.6582767063143142,3.367572441348443e-06
1.17122027103103e-06,0.6608119991422146,0.6608086119264716,3.3872157430003824e-06
1.172385838347483e-06,0.663334949686738,0.6633315428902338,3.4067965042350323e-06
1.17355571159675e-06,0.6658488896735686,0.6658454633603221,3.4263132464573687e-06
1.174729906626695e-06,0.6683537838765294,0.6683503381120293,3.445764500176196e-06
1.17590843945786e-06,0.6708495976764769,0.6708461325276793,3.4651487975656536e-06
1.177091326287445e-06,0.6733362970636103,0.6733328125989317,3.4844646785714417e-06
1.178278583497957e-06,0.6758138486492006,0.675810344938516,3.5037106845825505e-06
1.179470227650025e-06,0.6782822196439598,0.678278696758597,3.5228853628721524e-06
1.180666275484028e-06,0.6807413778552144,0.6807378358679518,3.5419872626007987e-06
1.181866743927666e-06,0.6831912916961256,0.6831877306811834,3.561014942143892e-06
1.183071650091725e-06,0.685631930170481,0.68562835020352,3.5799669609870577e-06
1.184281011277454e-06,0.6880632628812501,0.6880596640393657,3.5988418843890813e-06
1.185494844971561e-06,0.6904852600139565,0.6904816423756736,3.6176382829378184e-06
1.186713168855197e-06,0.6928978923482119,0.6928942559934785,3.6363547333273516e-06
1.187936000795287e-06,0.6953011312339795,0.6952974762441668,3.6549898126958524e-06
1.189163358865479e-06,0.6976949486262908,0.6976912750841796,3.673542111171102e-06
1.190395261321918e-06,0.700079317031076,0.7000756250208577,3.6920102182147474e-06
1.191631726628681e-06,0.7024542095483035,0.7024504991555751,3.710392728395462e-06
1.192872773444954e-06,0.7048195998403383,0.7048158711520928,3.7286882454967696e-06
1.194118420631555e-06,0.7071754621379869,0.7071717152426114,3.746895375522641e-06
1.19536868726102e-06,0.7095217712527632,0.7095180062400313,3.76501273191554e-06
1.196623592602996e-06,0.7118585025425801,0.7118547195036461,3.7830389340021142e-06
1.197883156133345e-06,0.714185631922478,0.7141818309498739,3.8009726041066116e-06
1.199147397547553e-06,0.7165031358825459,0.7164993170701726,3.818812373324043e-06
1.200416336743945e-06,0.7188109914501081,0.718807154893232,3.836556876080088e-06
1.201689993840145e-06,0.7211091762132383,0.7211053220084811,3.8542047572365234e-06
1.202968389168225e-06,0.7233976683049808,0.7233937965503201,3.871754660655924e-06
1.204251543280566e-06,0.725676446407083,0.7256725572018408,3.889205242191274e-06
1.205539476950305e-06,0.7279454897438439,0.7279415831886829,3.906555161026226e-06
1.206832211171495e-06,0.7302047780755722,0.7302008542724868,3.923803085337241e-06
1.208129767162876e-06,0.7324542916983892,0.732450350750703,3.940947686187357e-06
1.209432166373178e-06,0.7346940114464873,0.7346900534588442,3.95798764307731e-06
1.210739430479924e-06,0.7369239186830298,0.7369199437613897,3.9749216400597476e-06
1.212051581396649e-06,0.7391439953054851,0.739140003557114,3.991748371179327e-06
1.21336864126673e-06,0.7413542237281149,0.7413502152615824,4.008466532479105e-06
1.214690632473504e-06,0.7435545868921297,0.7435505618172991,4.02507483066028e-06
1.216017577638599e-06,0.7457450682557679,0.7457410266837896,4.041571978308234e-06
1.217349499629857e-06,0.7479256518003011,0.7479215938436092,4.057956691894127e-06
1.218686421555494e-06,0.7500963220132983,0.7500922477856009,4.074227697437038e-06
1.220028366777814e-06,0.7522570639038619,0.7522529735201335,4.090383728394542e-06
1.221375358907592e-06,0.7544078629861717,0.7544037565626487,4.1064235229981705e-06
1.222727421803164e-06,0.7565487052710667,0.7565445829252389,4.122345827806129e-06
1.224084579585644e-06,0.7586795772830615,0.7586754391336644,4.138149397037161e-06
1.225446856634449e-06,0.7608004660457834,0.760796312212793,4.153832990461126e-06
1.226814277583433e-06,0.7629113590688666,0.7629071896734917,4.169395374953311e-06
1.228186867344603e-06,0.7650122443773484,0.7650080595420208,4.184835327603054e-06
1.229564651088421e-06,0.7671031104737633,0.7670989103221337,4.200151629607518e-06
1.230947654257155e-06,0.769183946351466,0.769179731008394,4.215343072044853e-06
1.232335902569231e-06,0.7712547414937061,0.771250511085256,4.230408450101031e-06
1.233729422022258e-06,0.7733154858705968,0.7733112405240264,4.245346570397324e-06
1.235128238889157e-06,0.7753661699259462,0.7753619097697017,4.2601562445510055e-06
1.236532379729783e-06,0.7774067845869885,0.7774025097506958,4.274836292728068e-06
1.23794187138839e-06,0.7794373212530926,0.7794330318675518,4.289385540867663e-06
1.239356741006717e-06,0.7814577718070612,0.7814534680042332,4.303802828009573e-06
1.24077701600879e-06,0.7834681285857501,0.7834638104987569,4.318086993193582e-06
1.242202724125285e-06,0.7854683844072939,0.7854640521704032,4.33223689078055e-06
1.243633893381545e-06,0.7874585325463543,0.7874541862949764,4.346251377906896e-06
1.245070552109783e-06,0.7894385667436531,0.7894342066143301,4.360129323033313e-06
1.246512728957057e-06,0.7914084812090271,0.7914041073394289,4.373869598173208e-06
1.247960452869184e-06,0.7933682705916864,0.7933638831205974,4.387471088995731e-06
